Rank,Coin Name,Symbol, Price ,1h,24h,7d,30d, 24h Volume ,Circulating Supply,Total Supply, Market Cap 
3626,Lunafi,LFI, $-   ,-,-,-,-, - ,"91,46,45,002",1 Billion,"$10,378.62 "
3627,Scholarship Coin,SCHO, $-   ,0.00%,0.00%,-0.10%,-0.10%,$431.00 ,"1,69,48,541",17.1 Million,"$10,155.37 "
3628,SafeCapital,SCAP, $-   ,-1.80%,-30.20%,-28.50%,-49.60%,$12.17 ,"43,68,373",6.6 Million,"$10,147.33 "
3629,MoonieNFT,MNY, $-   ,-,-,-,-, - ,"3,73,94,15,233",2 Billion,"$10,680.88 "
3630,Singularity,SGLY, $-   ,-,-,-,-, - ,"5,88,86,520",210 Million,"$9,805.31 "
3631,Doubloon,DBL, $-   ,-,-,-,-, - ,"2,14,35,407",100 Million,"$9,793.73 "
3632,3xcalibur Ecosystem Token,XCAL, $-   ,-,-,-,-, - ,"94,43,707",14.7 Million,"$9,734.74 "
3633,Kurobi,KURO, $-   ,-0.20%,0.10%,-40.90%,-80.30%,$66.27 ,"2,59,68,491",400 Million,"$9,747.48 "
3634,Hpohs888inu,TETHER, $-   ,,2.40%,-9.10%,14.10%,$151.00 ,"92,71,23,572",927 Million,"$9,712.87 "
3635,DELOT.IO,DELOT, $-   ,-6.70%,-20.50%,20.80%,7.30%,$228.00 ,"9,06,69,261",100 Million,"$9,607.80 "
3636,CoverCompared,CVR, $-   ,-,-,-,-, - ,"7,09,08,828",138 Million,"$9,493.39 "
3637,Dynamo Coin,DYNAMO, $-   ,-,-,-,-, - ,"25,30,573",-,"$9,225.70 "
3638,Po.et,POE, $-   ,0.20%,-50.70%,-74.80%,-39.00%,$9.41 ,"2,51,71,74,198",3.14 Billion,"$9,176.85 "
3639,Run,RUN, $-   ,-0.10%,0.10%,-0.70%,-0.80%,$1.81 ,"14,72,14,285",1 Billion,"$9,151.91 "
3640,Sphere,SPHR, $-   ,0.40%,-1.30%,-87.90%,-90.10%,$28.74 ,"1,24,84,344",12.5 Million,"$9,102.82 "
3641,Orclands Metaverse,ORC, $-   ,-,-,-,-, - ,"94,26,75,578",1 Billion,"$11,231.71 "
3642,USD Balance,USDB,0.05,0.40%,-3.50%,-10.70%,45.70%,$13.63 ,"1,93,318",16.6 Million,"$9,062.55 "
3643,BunnyPark Game,BG, $-   ,-,-,-,-, - ,"99,54,10,701",1 Billion,"$11,351.72 "
3644,MoonFarm Finance,MFO, $-   ,-,-,-,-, - ,"67,15,298",100 Million,"$9,491.63 "
3645,VersoView,VVT, $-   ,0.00%,0.10%,-92.10%,-93.80%,$0.23 ,"6,36,14,653",200 Million,"$8,896.99 "
3646,Be Meta Famous,BMF, $-   ,-,-,-,-, - ,"8,82,05,665",770 Million,"$8,738.74 "
3647,Crystl Finance,CRYSTL, $-   ,0.40%,-1.90%,-16.50%,23.30%,$6.73 ,"1,24,99,611",12.7 Million,"$8,743.17 "
3648,FLOOF,FLOOF, $-   ,-0.40%,2.10%,-18.40%,526.50%,"$1,905.00 ","19,10,42,50,979",88.2 Billion,"$8,232.86 "
3649,SCOneX,SCONEX, $-   ,-,-,-,-, - ,"50,88,677",100 Million,"$7,928.11 "
3650,Porta,KIAN, $-   ,-,-,-,-, - ,"3,13,90,000",100 Million,"$7,975.38 "
3651,Operon Origins,ORO, $-   ,-0.30%,-1.70%,-3.80%,21.80%,"$24,890.00 ","79,25,000",100 Million,"$7,489.12 "
3652,KKO Protocol,KKO, $-   ,-,-,-,-, - ,"2,10,54,769",60 Million,"$7,302.97 "
3653,Scrooge (OLD),SCROOGE, $-   ,-,-,-,-, - ,"36,80,88,59,22,02,926",494 Trillion,"$9,042.37 "
3654,COLLIE INU,COLLIE, $-   ,-,-,-,-, - ,"7,65,13,97,94,018",765 Billion,"$6,869.63 "
3655,SpiderDAO,SPDR, $-   ,2.90%,6.00%,11.10%,15.40%,$63.34 ,"23,22,11,476",1 Billion,"$7,013.85 "
3656,Floki CEO Coin,FCC, $-   ,-,-,-,-, - ,"58,30,65,46,082",1 Trillion,"$9,367.46 "
3657,Particle,PRTCLE, $-   ,0.70%,-2.00%,0.30%,-1.60%,$2.29 ,"25,27,955",2.53 Million,"$6,900.72 "
3658,BabySwap,BABY,0.01,0.10%,-15.20%,-26.70%,26.20%,"$373,264.00 ","7,15,017",522 Million,"$6,889.89 "
3659,Barter,BRTR,0.01,-0.10%,-4.50%,-5.90%,-15.20%,$1.27 ,"7,83,384",17.5 Million,"$6,502.16 "
3660,Meeb Master,MEEB, $-   ,0.90%,-0.20%,-0.40%,5.90%,$52.79 ,"14,02,001",7.86 Million,"$6,474.19 "
3661,Ccore,CCO, $-   ,0.50%,-35.00%,-60.50%,-34.60%,$55.60 ,"16,99,999",10 Million,"$6,373.78 "
3662,Teat,TEAT, $-   ,-,-,-,-, - ,"48,02,99,455",480 Million,"$6,323.86 "
3663,Cry Cat Coin,CRYY, $-   ,-,-,-,-, - ,"5,60,27,12,545",10 Billion,"$8,617.38 "
3664,Solomon Defi,SLM, $-   ,-,-,-,-, - ,"1,24,88,641",76.5 Million,"$8,061.37 "
3665,Agrello,DLT, $-   ,-,-,-,-, - ,"8,20,09,794",130 Million,"$5,979.65 "
3666,MIB Coin,MIB, $-   ,,0.00%,-4.70%,8.00%,$34.08 ,"7,35,57,891",300 Million,"$5,961.11 "
3667,Cockapoo,CPOO, $-   ,-0.20%,0.10%,-0.10%,0.00%,"$15,526.00 ","13,06,97,07,931",100 Billion,"$5,861.09 "
3668,Bomb Money,BOMB, $-   ,0.50%,12.80%,5.70%,-29.70%,$238.00 ,"22,53,606",6.67 Million,"$5,851.25 "
3669,CorionX,CORX, $-   ,-0.20%,-1.40%,2.40%,13.30%,$150.00 ,"9,54,42,854",400 Million,"$5,718.30 "
3670,Public Index Network,PIN, $-   ,0.30%,228.60%,-94.70%,-92.10%,$33.49 ,"15,67,20,418",160 Million,"$5,713.55 "
3671,Paw,PAW, $-   ,-,-,-,-, - ,"1,78,58,80,63,897",337 Billion,"$5,500.30 "
3672,Aquachain,AQUA,0.01,-,-,-,-, - ,"6,11,761",42 Million,"$5,880.84 "
3673,Mineable,MNB, $-   ,-,-,-,-, - ,"40,53,423",324 Million,"$5,491.96 "
3674,SF Capital,SFCP, $-   ,0.20%,96.50%,1.00%,18.40%,$0.10 ,"7,40,20,422",100 Million,"$5,397.12 "
3675,ImageCoin,IMG, $-   ,0.40%,-1.30%,-22.20%,-15.20%,$100.00 ,"1,46,33,324",21 Million,"$5,334.86 "
3676,Aegis,AGS, $-   ,-0.20%,-3.90%,-20.80%,-21.80%,"$25,372.00 ","41,64,070",30 Million,"$5,311.69 "
3677,Ape In,APEIN,0.14,-,-,-,-, - ,"37,500",37.5 Thousand,"$5,345.85 "
3678,Echidna,ECD, $-   ,-1.00%,-8.50%,-1.50%,68.70%,$57.90 ,"1,14,93,882",338 Million,"$5,229.49 "
3679,Nerian Network,NERIAN, $-   ,-,-,-,-, - ,"1,67,17,174",26.1 Million,"$4,870.45 "
3680,Arion,ARION, $-   ,2.10%,-4.20%,-4.10%,14.30%,$47.55 ,"1,72,05,979",-,"$4,905.46 "
3681,Bitcoin Subsidium,XBTX, $-   ,0.20%,-1.80%,2.10%,61.40%,$9.16 ,"89,24,385",21 Million,"$4,880.34 "
3682,Furio,$FUR,0.02,0.40%,3.40%,-0.30%,0.50%,"$15,469.00 ","2,06,238",866 Thousand,"$4,846.99 "
3683,Eggplant Finance,EGGP,0.01,0.10%,-7.20%,-13.20%,-7.60%,$426.00 ,"4,35,414",477 Thousand,"$4,574.76 "
3684,Waggle Network,WAG, $-   ,0.10%,-4.20%,-17.90%,48.00%,"$25,080.00 ","72,50,000",100 Million,"$4,537.81 "
3685,Instadapp DAI,IDAI,1.08,-0.20%,-0.10%,-0.20%,0.10%, $-   ,"4,174",4.17 Thousand,"$4,493.66 "
3686,Soltato FRIES,FRIES, $-   ,-,-,-,-, - ,"1,00,00,000",10 Million,"$4,160.99 "
3687,Herbalist,HERB, $-   ,0.00%,0.00%,0.00%,0.00%, $-   ,"5,55,83,83,166",9.5 Billion,"$5,637.49 "
3688,AmpleSwap,AMPLE, $-   ,-,-,-,-, - ,"29,86,32,604",447 Million,"$4,125.08 "
3689,Ludos Protocol,LUD, $-   ,-,-,-,-, - ,"16,32,47,872",10 Billion,"$9,271.16 "
3690,Suvereno,SUV, $-   ,0.20%,-32.40%,-17.80%,29.60%,$0.96 ,"82,40,161",84 Million,"$3,913.28 "
3691,NestEgg Coin,EGG, $-   ,-2.90%,-1.50%,0.90%,14.60%,$82.14 ,"3,45,26,360",1 Billion,"$3,897.99 "
3692,Sing,SING,0.01,0.20%,5.10%,-4.40%,10.20%,$6.76 ,"5,61,677",45.9 Thousand,"$3,759.57 "
3693,Milkshake Swap,MILK, $-   ,0.10%,-0.40%,-1.90%,-10.40%,$625.00 ,"12,05,719",1.21 Million,"$3,266.59 "
3694,PREMA,PRMX, $-   ,1.10%,2.70%,-0.10%,-10.50%,"$24,261.00 ","2,52,20,30,502",100 Billion,"$3,262.09 "
3695,PalGold,PALG, $-   ,-,-,-,-, - ,"2,47,02,247",100 Million,"$3,244.03 "
3696,Klap Finance,KLAP, $-   ,-0.50%,1.10%,3.30%,9.10%,"$16,936.00 ","2,38,00,000",1 Billion,"$3,229.34 "
3697,Solidex,SEX, $-   ,,-3.30%,-1.40%,-3.50%,$1.06 ,"58,38,967",9.39 Million,"$3,094.40 "
3698,dfohub,BUIDL, $-   ,18.70%,14.10%,-31.10%,36.90%,"$22,368.00 ","33,11,391",542 Thousand,"$2,901.66 "
3699,Starbots,BOT, $-   ,1.40%,0.60%,9.90%,19.20%,$67.53 ,"2,87,76,588",200 Million,"$2,888.79 "
3700,MIM,SWARM, $-   ,-,-,-,-, - ,"2,15,18,01,100",5 Billion,"$3,881.05 "
3701,Bontecoin,BONTE, $-   ,-,-,-,-, - ,"2,72,08,24,932",10 Billion,"$2,647.21 "
3702,Matka,MAT, $-   ,-,-,-,-, - ,"1,26,40,72,461",1.84 Billion,"$2,716.66 "
3703,CRE8R DAO,CRE8R, $-   ,-,-,-,-, - ,"28,04,356",88.9 Million,"$2,963.88 "
3704,Fire Protocol,FIRE, $-   ,0.90%,1.10%,-5.70%,-4.60%,"$41,121.00 ","49,62,790",100 Million,"$2,497.05 "
3705,Zent Cash,ZTC, $-   ,7.10%,5.30%,15.50%,111.10%,$221.00 ,"4,24,46,63,817",7.5 Billion,"$2,475.96 "
3706,MultiPad,MPAD, $-   ,-,-,-,-, - ,"2,43,44,993",100 Million,"$2,778.78 "
3707,trollbox,TOX, $-   ,-,-,-,-, - ,"61,04,48,255",1 Billion,"$2,927.35 "
3708,Blockster,BXR, $-   ,-34.90%,-25.00%,-20.80%,2.50%,$358.00 ,"80,00,000",100 Million,"$1,782.80 "
3709,Solyard Finance,YARD, $-   ,-0.20%,-0.10%,4.40%,5.40%,$0.14 ,"7,25,00,000",1 Billion,"$1,533.76 "
3710,AVME,AVME, $-   ,-,-,-,-, - ,"53,38,853",2.97 Million,"$1,071.58 "
3711,TrustPad,TPAD, $-   ,-0.20%,-16.80%,-37.90%,-99.20%,$438.00 ,"41,13,203",97.3 Million,$992.63 
3712,dexSHARE,DEXSHARE,0.05,,0.10%,-59.80%,8.90%,$6.69 ,"19,607",67.2 Thousand,$945.67 
3713,UncleMine,UM, $-   ,-0.40%,-25.60%,-23.20%,3.80%,$181.00 ,"1,20,00,000",1 Billion,$815.36 
3714,ElonDoge DAO,EDAO,0.51,-,-,-,-, - ,"2,000",100 Thousand,"$1,014.56 "
3715,EZZY Game,EZY, $-   ,0.10%,-4.50%,8.30%,-70.30%,$340.00 ,"2,38,82,998",33.3 Million,$797.77 
3716,Axia,AXIAV3, $-   ,-,-,-,-, - ,"6,30,408",3.78 Million,$724.74 
3717,QUACK,QUACK, $-   ,-,-,-,-, - ,"1,19,90,71,019",1 Trillion,$854.29 
3718,Recast1,R1, $-   ,-2.90%,-9.10%,-68.40%,-72.10%,$48.78 ,"1,31,54,87,925",10 Billion,$623.08 
3719,Bountie Hunter,BOUNTIE, $-   ,,-5.20%,-5.50%,4.20%,$22.85 ,"65,55,336",500 Million,$557.24 
3720,Sucrecoin,XSR, $-   ,-,-,-,-, - ,"1,47,39,744",21.2 Million,$537.37 
3721,Secure Cash,SCSX, $-   ,-26.50%,-27.70%,-7.40%,-23.20%,$43.25 ,"1,18,918",300 Thousand,$476.89 
3722,PanicSwap,PANIC, $-   ,-,-,-,-, - ,"9,80,351",980 Thousand,$503.45 
3723,Spice Trade,SPICE, $-   ,-0.40%,-5.00%,5.60%,-29.70%,$8.34 ,"14,57,682",57.6 Million,$328.31 
3724,MEMEX,MEMEX, $-   ,-,-,-,-, - ,"16,97,680",100 Million,$294.66 
3725,WorldCoin,WDC,0.01,0.00%,7.40%,13.00%,2.80%,$333.00 ,"18,450",265 Million,$162.72 
3726,Leonidas Token,LEONIDAS, $-   ,-,-,-,-, - ,"6,55,00,000",1 Billion,$220.90 
3727,Fabric,FAB, $-   ,0.30%,0.40%,-36.30%,32.00%,$124.00 ,"13,48,59,993",500 Million,$112.46 
3728,Speed Mining Service,SMS,0.2,-,-,-,-, - ,433,300 Thousand,$87.09 
3729,Solex Finance,SLX, $-   ,-,-,-,-, - ,"70,00,000",10 Million,$74.29 
3730,APEmove,APE, $-   ,-,-,-,-, - ,"19,54,237",1.96 Million,$71.76 
3731,YodeSwap,YODE, $-   ,-0.40%,3.80%,-3.10%,-1.80%,$84.45 ,"39,201",2.27 Million,$56.77 
3732,Naxar,NAXAR, $-   ,-,-,-,-, - ,"1,66,75,177",21 Million,$24.07 
3733,WolfSafePoorPeople Polygon,WSPP, $-   ,0.40%,40.00%,143.80%,-91.30%,$483.00 ,"1,58,40,40,062",1.21 Billion,$15.08 
3734,ZelaaPayAE,ZPAE, $-   ,-,-,-,-, - ,"83,00,00,000",1.35 Billion,$7.48 
3735,Equalizer,EQZ,0.01,1.30%,24.10%,0.10%,41.20%,$534.00 ,502,100 Million,$6.47 
3736,Artery,ARTR,0.01,-1.40%,-6.80%,10.30%,-8.90%,"$63,353.00 ",404,. M,$2.32 
3737,HaloDAO,RNBW, $-   ,0.00%,2.00%,-26.70%,-18.50%,$0.84 ,"3,40,55,352",100 Million,$0.72 
3738,Onespace,1SP, $-   ,,-1.40%,12.50%,-8.90%, $-   ,"10,00,000",100 Million,$0.45 
3739,DAOstack,GEN, $-   ,-,-,-,-, - ,"4,90,29,095",60 Million,$0.02 
3740,Kitty Solana,KITTY, $-   ,-,-,-,-, - ,"41,99,26,609",50 Billion,$0.02 
3741,FrogeX,FROGEX, $-   ,-,-,-,-, - ,411,1 Trillion, $-   
3742,Mainstream For The Underground,MFTU, $-   ,-,-,-,-, - ,"78,86,86,598",1.4 Billion, $-   
3743,Bitbar,BTB,0.29,,0.70%,-35.00%,-20.60%,$48.70 ,0,9.7 Thousand, - 
3744,Bean Cash,BITB, $-   ,-0.80%,-27.60%,-46.00%,-50.30%,$125.00 ,0,50 Billion, - 
3745,Ratecoin,XRA, $-   ,-1.80%,-5.10%,0.10%,2.20%,$0.32 ,0,75 Million, - 
3746,Aeon,AEON,0.07,0.30%,-5.40%,4.50%,-3.40%,$171.00 ,0,18.4 Million, - 
3747,Casinocoin,CSC, $-   ,-0.20%,-8.40%,-4.60%,-1.60%,"$22,360.00 ",0,65 Billion, - 
3748,Yocoin,YOC, $-   ,-19.70%,-1.40%,1.00%,-91.50%,$10.60 ,0,∞, - 
3749,LBRY Credits,LBC, $-   ,0.10%,-2.30%,-33.30%,-43.40%,"$26,776.00 ",0,1.08 Billion, - 
3750,Viacoin,VIA,0.01,-6.40%,-22.60%,-81.80%,-58.60%,$578.00 ,0,∞, - 
3751,Stealth,XST,0.06,0.00%,-12.90%,74.10%,143.90%,"$1,846.00 ",0,20.7 Million, - 
3752,Bitmark,MARKS, $-   ,,-1.50%,1.00%,58.20%,$1.30 ,0,27.6 Million, - 
3753,Element,HYP, $-   ,2.00%,19.70%,0.20%,-21.70%,$14.60 ,0,3.12 Billion, - 
3754,Nexus,NXS,0.02,2.00%,-15.50%,-59.60%,-45.00%,"$13,954.00 ",0,∞, - 
3755,Geocoin,GEO, $-   ,215.50%,210.10%,-67.60%,-54.70%,$45.79 ,0,4 Million, - 
3756,Alias,ALIAS,0.02,,26.90%,-2.80%,19.00%,$158.00 ,0,20 Million, - 
3757,MonaCoin,MONA,0.38,-0.20%,-3.40%,-4.00%,-2.70%,"$190,647.00 ",0,105 Million, - 
3758,GameCredits,GAME,0.01,-1.40%,28.30%,-37.30%,-12.40%,"$24,342.00 ",0,200 Million, - 
3759,XTRABYTES,XBY, $-   ,5.80%,-1.40%,-8.60%,-24.80%,$53.64 ,0,650 Million, - 
3760,Bitswift,BITS,0.2,-,-,-,-, - ,0,3.88 Million, - 
3761,Novacoin,NVC,0.04,0.30%,-8.80%,-3.90%,13.80%,$104.00 ,0,-, - 
3762,ArtByte,ABY, $-   ,,-54.40%,-1.50%,-43.40%, $-   ,0,1 Billion, - 
3763,Deutsche eMark,DEM, $-   ,-0.50%,-5.00%,-11.60%,-27.00%,$65.03 ,0,210 Million, - 
3764,GCN Coin,GCN, $-   ,-1.00%,-4.30%,-0.80%,-6.40%,$1.07 ,0,200 Billion, - 
3765,Mintcoin,MINT, $-   ,-0.20%,-3.30%,-6.40%,1.90%,$1.24 ,0,-, - 
3766,Unobtanium,UNO,8.84,0.30%,-1.50%,38.30%,260.20%,$1.14 ,0,250 Thousand, - 
3767,Vcash,XVC,0.03,0.20%,-20.40%,-19.80%,-5.30%,$2.74 ,0,30.7 Million, - 
3768,Unitus,UIS, $-   ,-1.10%,37.40%,72.80%,55.00%,$17.75 ,0,-, - 
3769,LiteDoge,LDOGE, $-   ,0.30%,-0.50%,1.70%,-77.10%,$543.00 ,0,50 Billion, - 
3770,Namecoin,NMC,1.18,-0.20%,-0.60%,0.30%,-5.60%,"$4,921.00 ",0,21 Million, - 
3771,Clams,CLAM,0.33,,50.60%,-11.90%,158.40%,$0.06 ,0,17.4 Million, - 
3772,Zetacoin,ZET, $-   ,0.90%,13.10%,11.10%,1.40%,$13.17 ,0,160 Million, - 
3773,Canada eCoin,CDN, $-   ,-,-,-,-, - ,0,100 Million, - 
3774,Digitalcoin,DGC, $-   ,0.20%,-21.30%,1.00%,18.50%,$4.71 ,0,48.2 Million, - 
3775,Expanse,EXP, $-   ,0.20%,21.60%,-76.90%,-61.00%,$937.00 ,0,100 Million, - 
3776,Woodcoin,LOG,0.07,0.70%,-1.00%,-16.20%,8.00%,$54.38 ,0,27.6 Million, - 
3777,SaluS,SLS,1.18,0.30%,49.50%,121.50%,-95.40%,"$5,636.00 ",0,1 Million, - 
3778,Freedomcoin,FREED,0.02,0.30%,-3.70%,3.20%,20.50%,$7.25 ,0,18 Million, - 
3779,Whitecoin,XWC,0.06,-0.10%,-0.40%,42.50%,42.00%,"$66,873.00 ",0,899 Million, - 
3780,Agoras: Currency of Tau,AGRS,0.27,0.20%,-2.00%,-2.10%,113.90%,"$13,429.00 ",0,42 Million, - 
3781,Electra,ECA, $-   ,,0.90%,5.50%,53.50%,$21.13 ,0,30 Billion, - 
3782,NewYorkCoin,NYC, $-   ,-3.30%,26.20%,46.40%,77.20%,$12.19 ,0,100 Billion, - 
3783,Veritaseum,VERI,25.47,0.20%,3.40%,1.20%,-14.40%,"$9,293.00 ",0,100 Million, - 
3784,MCO,MCO,0.53,-,-,-,-, - ,0,31.6 Million, - 
3785,More,MORE, $-   ,0.30%,-50.70%,-89.80%,-86.50%,$19.07 ,0,30 Million, - 
3786,Rupee,RUP, $-   ,-,-,-,-, - ,0,84 Million, - 
3787,iXledger,IXT, $-   ,0.00%,0.00%,9.80%,57.20%,$10.37 ,0,65.8 Million, - 
3788,OracleChain,OCT,0.01,0.50%,2.40%,2.10%,25.20%,"$34,871.00 ",0,200 Million, - 
3789,LUXCoin,LUX, $-   ,-,-,-,-, - ,0,60 Million, - 
3790,EtherDoge,EDOGE, $-   ,-0.10%,16.00%,53.20%,-87.30%,"$2,113.00 ",0,100 Billion, - 
3791,Aeron,ARNX, $-   ,-,-,-,-, - ,0,9.41 Billion, - 
3792,Fujicoin,FJC, $-   ,,0.00%,0.00%,-50.40%, $-   ,0,10 Billion, - 
3793,Creamcoin,CRM, $-   ,,-3.60%,-9.50%,-1.20%,$0.26 ,0,100 Million, - 
3794,Innova,INN,0.01,,13.10%,627.30%,645.70%,$14.56 ,0,18 Million, - 
3795,VIVO,VIVO,0.01,-0.20%,-9.00%,80.50%,258.30%,$109.00 ,0,1.1 Million, - 
3796,GoByte,GBX, $-   ,-,-,-,-, - ,0,31.8 Million, - 
3797,EncrypGen,DNA,0.01,0.00%,0.00%,-11.10%,-25.00%, $-   ,0,70.9 Million, - 
3798,Monk,MONK, $-   ,2.40%,-18.30%,-0.90%,26.10%,$165.00 ,0,505 Million, - 
3799,Cappasity,CAPP, $-   ,2.20%,5.50%,15.50%,46.80%,"$142,345.00 ",0,5.95 Billion, - 
3800,Lethean,LTHN, $-   ,-0.30%,-15.20%,-43.20%,-12.40%,$6.97 ,0,999 Million, - 
3801,iEthereum,IETH,0.03,0.00%,17.90%,2.40%,110.40%,$91.32 ,0,18 Million, - 
3802,YENTEN,YTN, $-   ,0.30%,-15.60%,1.60%,-58.50%,$14.29 ,0,80 Million, - 
3803,BitcoinX,BCX, $-   ,-0.30%,-6.00%,-5.00%,5.40%,"$41,969.00 ",0,210 Billion, - 
3804,Bitcoin Fast,BCF, $-   ,0.50%,0.50%,1.50%,78.10%,$0.03 ,0,21 Million, - 
3805,ColossusXT,COLX, $-   ,,11.00%,-5.70%,41.80%,$0.02 ,0,∞, - 
3806,PlayKey,PKT, $-   ,0.40%,-0.60%,-55.20%,-59.50%,"$67,587.00 ",0,19.9 Million, - 
3807,Game,GTC, $-   ,0.30%,-3.70%,-1.10%,-3.80%,"$48,520.00 ",0,2 Billion, - 
3808,BitBoost,BBT, $-   ,-,-,-,-, - ,0,50 Million, - 
3809,xMoney,UTK,0.07,-0.10%,-3.40%,-9.00%,22.10%,"$2,172,261.00 ",0,1 Billion, - 
3810,BitClave,CAT, $-   ,-,-,-,-, - ,0,2 Billion, - 
3811,Bankera,BNK,0.16,,1.60%,-1.60%,-2.60%,$595.00 ,0,10 Million, - 
3812,HNC Coin,HNC,0.03,0.00%,-24.00%,-22.60%,-27.50%,"$1,755.00 ",0,96 Million, - 
3813,Lightning Bitcoin,LBTC,0.27,1.60%,-1.40%,4.30%,-5.20%,"$53,703.00 ",0,21 Million, - 
3814,CoinLoan,CLT,1.72,0.80%,43.70%,-13.40%,132.90%,$523.00 ,0,22 Million, - 
3815,Digitex,DGTX, $-   ,-5.70%,-3.00%,-52.00%,-32.20%,"$1,526.00 ",0,9.2 Billion, - 
3816,CoinPoker,CHP,0.08,0.10%,0.00%,-1.80%,2.10%,$254.00 ,0,278 Million, - 
3817,Mixin,XIN,138.98,0.00%,-1.60%,-3.30%,-16.10%,"$11,203.00 ",0,1 Million, - 
3818,Tokyo Coin,TOKC, $-   ,-,-,-,-, - ,0,218 Million, - 
3819,Kzcash,KZC, $-   ,0.30%,-1.30%,-34.40%,-52.10%,$0.12 ,0,18.9 Million, - 
3820,High Performance Blockchain,HPB,0.01,-1.10%,-8.20%,3.60%,8.20%,"$61,005.00 ",0,100 Million, - 
3821,StarChain,STC,0.13,-1.80%,-5.00%,-4.00%,17.10%,"$63,593.00 ",0,500 Million, - 
3822,Double-A Chain,AAC, $-   ,-,-,-,-, - ,0,1 Billion, - 
3823,SparksPay,SPK, $-   ,0.20%,-24.90%,1.00%,10.40%,$0.72 ,0,21 Million, - 
3824,Halcyon,HAL, $-   ,0.20%,-0.40%,18.30%,18.30%,$0.08 ,0,-, - 
3825,Decentralized Universal Basic Income,DUBI,1.59,0.10%,-9.30%,1.20%,33.20%,$160.00 ,0,1.19 Million, - 
3826,Purpose,PRPS,0.83,0.60%,-0.90%,-0.40%,44.70%,$553.00 ,0,9.21 Million, - 
3827,Shping,SHPING, $-   ,0.00%,-1.50%,-3.00%,-12.60%,"$131,419.00 ",0,10 Billion, - 
3828,Cryptaur,CPT, $-   ,-0.40%,-0.30%,49.70%,1656.50%,$7.96 ,0,27.7 Billion, - 
3829,Hyper Pay,HPY, $-   ,0.10%,3.60%,53.00%,72.40%,"$154,796.00 ",0,2.65 Billion, - 
3830,Marscoin,MARS,0.07,-0.10%,2.80%,7.70%,27.80%,"$19,800.00 ",0,-, - 
3831,Social Send,SEND, $-   ,0.50%,1.70%,-11.90%,46.40%,$0.11 ,0,65 Million, - 
3832,CryptoSaga,SAGA, $-   ,-,-,-,-, - ,0,147 Million, - 
3833,NevaCoin,NEVA,0.05,0.30%,27.90%,-96.10%,1106.80%,$694.00 ,0,5.43 Million, - 
3834,KStarCoin,KSC, $-   ,-0.50%,-11.70%,9.30%,44.80%,"$2,461.00 ",0,450 Million, - 
3835,Gaming Stars,GAMES,0.05,-0.10%,-8.20%,-9.50%,23.00%,"$74,968.00 ",0,102 Million, - 
3836,Rotharium,RTH,0.44,0.10%,56.30%,-2.90%,-46.30%,$73.11 ,0,5.21 Million, - 
3837,Rutheneum,RTH, $-   ,-,-,-,-, - ,0,3 Billion, - 
3838,Bitcoin God,GOD,1.68,0.70%,0.90%,1.20%,18.50%,"$33,479.00 ",0,21 Million, - 
3839,Cryptyk,CTK, $-   ,-1.40%,-2.90%,-10.60%,22.00%,"$11,572.00 ",0,750 Million, - 
3840,P2P solutions foundation,P2PS,116.26,0.30%,2.00%,0.80%,20.80%,"$4,949,481.00 ",0,10 Billion, - 
3841,Quebecoin,QBC, $-   ,-,-,-,-, - ,0,∞, - 
3842,Modex,MODEX,0.1,-1.90%,20.70%,27.90%,-18.30%,"$13,007.00 ",0,266 Million, - 
3843,MktCoin,MKT, $-   ,-0.30%,-7.70%,-5.00%,-55.30%,$1.18 ,0,10 Billion, - 
3844,Konstellation,DARC, $-   ,-0.20%,-8.90%,82.60%,78.00%,"$82,480.00 ",0,1 Billion, - 
3845,WETH,WETH,"2,027.43",0.20%,2.10%,0.90%,21.20%,"$2,110,024,206.00 ",0,3.06 Million, - 
3846,Open Platform,OPEN, $-   ,-3.50%,-11.20%,-3.90%,2.80%,"$32,467.00 ",0,1.75 Billion, - 
3847,LooksCoin,LOOK, $-   ,-0.20%,-0.10%,-0.10%,-0.10%,"$10,293.00 ",0,1 Billion, - 
3848,LemoChain,LEMO, $-   ,0.20%,-3.40%,-1.60%,17.80%,"$36,130.00 ",0,1.6 Billion, - 
3849,GoCrypto,GOC, $-   ,-0.60%,2.70%,11.20%,-53.40%,"$182,725.00 ",0,328 Million, - 
3850,Invox Finance,INVOX,0.01,0.00%,0.00%,0.00%,0.00%, $-   ,0,464 Million, - 
3851,Iagon,IAG,0.08,-0.20%,4.90%,20.30%,40.00%,"$159,628.00 ",0,1 Billion, - 
3852,ABBC,ABBC,0.03,0.90%,-5.30%,-14.10%,-15.80%,"$10,412,804.00 ",0,-, - 
3853,Seele,SEELE, $-   ,-,-,-,-, - ,0,30 Billion, - 
3854,Virtue Poker Points,VPP, $-   ,-11.20%,-22.30%,-28.00%,63.60%,"$9,031.00 ",0,500 Million, - 
3855,CENNZnet,CENNZ,0.02,-13.70%,-1.00%,3.10%,33.90%,"$67,915.00 ",0,1.2 Billion, - 
3856,Bitcoin Private,BTCP,0.74,-,-,-,-, - ,0,21 Million, - 
3857,Niobio,NBR,0.01,,249.80%,243.90%,126.20%,$25.63 ,0,336 Million, - 
3858,OMEGA,OMEGA, $-   ,0.20%,-1.80%,0.50%,-58.90%,$4.33 ,0,33 Million, - 
